scenario rep R2
1 1 0.122724837810297
1 10 0.00660235941788775
1 100 0.116026965848779
1 11 0.125609079047035
1 12 0.190787333526565
1 13 0.174182914213783
1 14 0.0253621120142663
1 15 0.201405092384827
1 16 0.000450981333917039
1 17 0.0141722594112839
1 18 0.251972818528625
1 19 0.147399811105495
1 2 0.178164378830594
1 20 0.0354342661892038
1 21 0.105118644917532
1 22 0.015911936548232
1 23 0.178389636850789
1 24 0.105438203181553
1 25 0.189807347388365
1 26 0.0725622273112583
1 27 0.00396972694064709
1 28 0.0669053906778648
1 29 0.111326359837805
1 3 0.168616523152031
1 30 0.0143538249115853
1 31 0.0550515782068291
1 32 0.0617254452456572
1 33 0.018897125411719
1 34 0.000490046544578242
1 35 0.0233958054864935
1 36 0.0278565915758544
1 37 0.0455391696676407
1 38 0.145930201905384
1 39 0.13074417423591
1 4 0.00226738642858711
1 40 0.325577895752813
1 41 0.00652805023768824
1 42 0.0866109775349268
1 43 0.105296064296241
1 44 0.062950007952055
1 45 0.121790958376379
1 46 0.15385246852421
1 47 0.124081384188302
1 48 0.245241526293403
1 49 0.0615308929060304
1 5 0.10658218056938
1 50 0.0689592742514007
1 51 0.250031143954034
1 52 0.0140717707045978
1 53 0.11871606489715
1 54 0.0412885631178405
1 55 0.269649028365574
1 56 0.106291103535986
1 57 0.0283066063947884
1 58 0.181987882836774
1 59 0.096483416847775
1 6 0.0621496755996877
1 60 0.101648978126723
1 61 0.0678541215901351
1 62 0.108021317896525
1 63 0.0567377186629544
1 64 0.16895073301903
1 65 0.000113501313064698
1 66 0.0723564807782096
1 67 0.273682513060946
1 68 0.265263672600728
1 69 0.0273724360529565
1 7 0.066331167298633
1 70 0.11947332841697
1 71 0.0272758437540857
1 72 0.0638952166864031
1 73 0.00689714139614891
1 74 0.0676880159400482
1 75 0.00425969217153962
1 76 0.249291753209595
1 77 0.24516302023489
1 78 0.0936607081600017
1 79 0.0722826161650068
1 8 0.0689945302755002
1 80 0.00520732417825865
1 81 0.0893322900170331
1 82 0.271837786201941
1 83 0.220584064269199
1 84 0.120211166273028
1 85 0.029446184418117
1 86 0.0418373213402806
1 87 0.161949447628016
1 88 0.102038143796926
1 89 0.138085507921951
1 9 0.006229107538177
1 90 0.271513766256072
1 91 0.267012710708069
1 92 0.0274952904892877
1 93 0.0557917538883889
1 94 0.380439799724916
1 95 0.0866575748466287
1 96 0.119883860592149
1 97 0.228097561174652
1 98 0.105036949695921
1 99 0.0490202657785873
10 1 0.0737366733314896
10 10 0.152640494599555
10 100 0.189630305268641
10 11 0.0865871929072531
10 12 0.0802793447823776
10 13 0.0380834338713586
10 14 0.103838768608128
10 15 0.0199374959454955
10 16 0.126147368814479
10 17 0.0373514131351526
10 18 0.00352485544418944
10 19 0.112489018387199
10 2 0.0468043574363456
10 20 0.087455164333938
10 21 0.0823556755016349
10 22 0.13588289673911
10 23 0.0410930769848015
10 24 0.109096361788796
10 25 0.0961411445375856
10 26 0.049804354222892
10 27 0.186084620923588
10 28 0.0916987003886399
10 29 0.184276595324229
10 3 0.0549561847167218
10 30 0.0475840016324948
10 31 0.0778236849871288
10 32 0.150499818982399
10 33 0.132012295054062
10 34 0.0369426821170087
10 35 0.246855042891589
10 36 0.113722675928373
10 37 0.0348264970235678
10 38 0.223679286099804
10 39 0.0833419027958919
10 4 0.0174960342624596
10 40 0.136799535952553
10 41 0.0269825092709234
10 42 0.0730906785625498
10 43 0.238248955704307
10 44 0.105073545178156
10 45 0.23695977041893
10 46 0.0104929979912366
10 47 0.168013502225252
10 48 0.00953676368669277
10 49 0.0524360984172889
10 5 0.102414693261021
10 50 0.0890370658583461
10 51 0.105946588030658
10 52 0.107178606819806
10 53 0.206729104909141
10 54 0.0848873891448791
10 55 0.0272039519791209
10 56 0.288615684016223
10 57 0.0386342013855443
10 58 0.114747657278286
10 59 0.00975118992590283
10 6 0.21934736698794
10 60 0.029673375760189
10 61 0.341592922153193
10 62 0.00828005982422754
10 63 0.0533271781515981
10 64 0.0440097748792407
10 65 0.334704170144156
10 66 0.110279810091782
10 67 0.0355237543428981
10 68 0.010537963016783
10 69 0.112748806305128
10 7 0.282786134675751
10 70 0.161124660890224
10 71 0.153478748095681
10 72 0.202022944645398
10 73 0.0228057783704403
10 74 0.113922591057497
10 75 0.178865985514776
10 76 0.00285239058760326
10 77 0.0192670100536519
10 78 0.000104163131412356
10 79 0.0852249653465149
10 8 0.249887357124997
10 80 0.0379001445507723
10 81 0.150700983165581
10 82 0.18941360775593
10 83 0.0769866362873778
10 84 0.0355400547179768
10 85 0.0234160121265983
10 86 0.161910601152121
10 87 0.0457874088216545
10 88 0.180101966746118
10 89 0.0945464793535423
10 9 0.11828605096729
10 90 0.0313639920241245
10 91 0.0636058738400209
10 92 0.0216068190023385
10 93 0.0811609162281829
10 94 0.0702780120446326
10 95 0.0344046871760064
10 96 0.141175671453422
10 97 0.166029400002731
10 98 0.0970808834734716
10 99 0.0573386464125353
11 1 0.519784739032445
11 10 0.511613656816338
11 100 0.566557244088443
11 11 0.592133116394031
11 12 0.50427409281064
11 13 0.422724466230035
11 14 0.473633050641319
11 15 0.58519235223459
11 16 0.397959403880328
11 17 0.428497055840665
11 18 0.544463311289837
11 19 0.480085417523245
11 2 0.538215651793059
11 20 0.469284184610531
11 21 0.297879388093803
11 22 0.566995651548995
11 23 0.263896067285108
11 24 0.428595548080241
11 25 0.600000000033733
11 26 0.663333689200795
11 27 0.434028122163718
11 28 0.489416752188928
11 29 0.390819589155733
11 3 0.624111418959868
11 30 0.566350461822506
11 31 0.451448646809593
11 32 0.470964794067552
11 33 0.528189673191422
11 34 0.446516327187808
11 35 0.621742430205045
11 36 0.578445424741624
11 37 0.536941036982287
11 38 0.661535560405852
11 39 0.411727278822787
11 4 0.579260957240546
11 40 0.494450990552806
11 41 0.65695245396099
11 42 0.588885615233215
11 43 0.499406320729467
11 44 0.468419173709091
11 45 0.363188595034012
11 46 0.330878725184025
11 47 0.641915462279134
11 48 0.486182377115096
11 49 0.6852878642584
11 5 0.282929522170731
11 50 0.540112226878652
11 51 0.570251861134781
11 52 0.418545474720219
11 53 0.293229876177017
11 54 0.317211048421173
11 55 0.419241719707186
11 56 0.434815550097176
11 57 0.451154048739434
11 58 0.524152189176037
11 59 0.556821231538854
11 6 0.432487885385915
11 60 0.482875162742765
11 61 0.498772916817264
11 62 0.503724589015558
11 63 0.585943001796572
11 64 0.406217656833852
11 65 0.686314398492084
11 66 0.54068384118466
11 67 0.32179856147765
11 68 0.505793923341921
11 69 0.539901742666121
11 7 0.51368227781597
11 70 0.540649251782647
11 71 0.479299751135178
11 72 0.38744827403938
11 73 0.411779054722445
11 74 0.499154012550109
11 75 0.352782763299732
11 76 0.493501362559955
11 77 0.390040216396654
11 78 0.674110814734529
11 79 0.528285226015166
11 8 0.474105635728975
11 80 0.472624711759646
11 81 0.477817153203907
11 82 0.354413446533137
11 83 0.308622240189045
11 84 0.277255725005288
11 85 0.483994364387841
11 86 0.480107662811828
11 87 0.550201628247756
11 88 0.451828951166446
11 89 0.284353528675817
11 9 0.316697421458057
11 90 0.556811329951071
11 91 0.518426113604028
