scenario,rep,r2
6b,2,0.935212453436198
6b,20,0.880105339181874
6b,21,0.8246598701341095
6b,22,0.8392780530869135
6b,23,0.8906182352333416
6b,24,0.8906405888438185
6b,25,0.878428042380552
6b,26,0.7550408744619792
6b,27,0.8540538391035388
6b,28,0.7968137317693702
6b,29,0.876647445456722
6b,3,0.8692200622472781
6b,30,0.8631869951346248
6b,31,0.8431100724744978
6b,32,0.8741385975305415
6b,33,0.910692734330016
6b,34,0.8020866294986745
6b,35,0.888310087661778
6b,36,0.8604654518778734
6b,37,0.9046782101728135
6b,38,0.8819646563554266
6b,39,0.9007881809808658
6b,4,0.8626175638597467
6b,40,0.9054930208806083
6b,41,0.8996635203798433
6b,42,0.8918320523130708
6b,43,0.8245532572130508
6b,44,0.877675414025714
6b,45,0.8674379775415066
6b,46,0.8678240231548104
6b,47,0.8497363796625643
6b,48,0.8278028264233019
6b,49,0.8802154189968492
6b,5,0.9204526531328274
6b,50,0.8623064753260806
6b,51,0.8217694013404027
6b,52,0.8828814027257532
6b,53,0.9128947508915191
6b,54,0.8546221246411659
6b,55,0.8771598846807576
6b,56,0.8318489959758532
6b,57,0.8925437107702852
6b,58,0.8904740815154836
6b,59,0.800518919331655
6b,6,0.8788350616917587
6b,60,0.8704464759487451
6b,61,0.814545351870494
6b,62,0.8080174317630293
6b,63,0.8485324550224346
6b,64,0.8166121458164994
6b,65,0.8932622502570047
6b,66,0.9314972736599261
6b,67,0.8859973414141339
6b,68,0.8905284656203962
6b,69,0.9043010450485538
6b,7,0.7490595581325277
6b,70,0.775781730775175
6b,71,0.8019995170399917
6b,72,0.8764739929931101
6b,73,0.9026957070614047
6b,74,0.8803243734236633
6b,75,0.7945297008123547
6b,76,0.8979194528791873
6b,77,0.8321546605761683
6b,78,0.8423238062999013
6b,79,0.8774779547063541
6b,8,0.839592122349815
6b,80,0.9049539486488162
6b,81,0.8623973918931365
6b,82,0.89416165099727
6b,83,0.7712702709714188
6b,84,0.9082100514299648
6b,85,0.9007185690101919
6b,86,0.93478103197366
6b,87,0.8404054235821466
6b,88,0.7908555733971555
6b,89,0.9066146822676556
6b,9,0.8845673075272118
6b,90,0.7980695096235652
6b,91,0.9035475852359909
6b,92,0.8457042470113981
6b,93,0.894281991901462
6b,94,0.788191664320211
6b,95,0.8719661570322347
6b,96,0.898644449976029
6b,97,0.9017776344271695
6b,98,0.8254587188062925
6b,99,0.8862412212672656
8a,1,0.5456803401805803
8a,10,0.6255632519235098
8a,100,0.5599453027502912
8a,11,0.6149861626234254
8a,12,0.6271897564890854
8a,13,0.583311804204377
8a,14,0.692023286075831
8a,15,0.5747860829854214
8a,16,0.5328191317508846
8a,17,0.6254921802638089
8a,18,0.5696978167760803
8a,19,0.6383169234573153
8a,2,0.6144443487123694
8a,20,0.4843523246920124
8a,21,0.4291175903052692
8a,22,0.6057789164724814
8a,23,0.6000903911073283
8a,24,0.673284373651367
8a,25,0.5446697497130512
8a,26,0.6181056926469038
8a,27,0.5414499496107166
8a,28,0.5695056869196281
8a,29,0.574856617444625
8a,3,0.6226427993548318
8a,30,0.5156383378421727
8a,31,0.6614475804108628
8a,32,0.5953231999875793
8a,33,0.6254240946030497
8a,34,0.6566371604658494
8a,35,0.6250127560580733
8a,36,0.6298976782781797
8a,37,0.6170766995544984
8a,38,0.5127286987177421
8a,39,0.6400676469911694
8a,4,0.5689423301294441
8a,40,0.5660271952484378
8a,41,0.5908380358398274
8a,42,0.6673563274488252
8a,43,0.6558189548016291
8a,44,0.5568567828922002
8a,45,0.599498226695871
8a,46,0.6742604349171992
8a,47,0.6813849888377258
8a,48,0.5392352295395184
8a,49,0.5534513315852192
8a,5,0.6790008067045122
8a,50,0.6368209790848549
8a,51,0.6611729524408859
8a,52,0.5637872490173729
8a,53,0.6133233997912652
8a,54,0.6367445507467552
8a,55,0.585030372182562
8a,56,0.6573068163889275
8a,57,0.5720048690928474
8a,58,0.6254379704848175
8a,59,0.5644137314521012
8a,6,0.5671436037940546
8a,60,0.6382445827453311
8a,61,0.6331911549350008
8a,62,0.6109287056715192
8a,63,0.6188376562100847
8a,64,0.5559825213400997
8a,65,0.6936268360636058
8a,66,0.6051310637319192
8a,67,0.6004278934561557
8a,68,0.5559122637973186
8a,69,0.5651350239487949
8a,7,0.5908986212535077
8a,70,0.5828030146253084
8a,71,0.6338701430477157
8a,72,0.5476196667165534
8a,73,0.6757978430057975
8a,74,0.6707880291033517
8a,75,0.6836288933969193
8a,76,0.6966657373523064
8a,77,0.5652720106860692
8a,78,0.6128097416290093
8a,79,0.6026140130758302
8a,8,0.6067430550963812
8a,80,0.5860239869889806
8a,81,0.6697794917376606
8a,82,0.5889500626006315
8a,83,0.6522180533541095
8a,84,0.6064874734916031
8a,85,0.6176675568859651
8a,86,0.5765760753730672
8a,87,0.5585188342875953
8a,88,0.5475300578915356
8a,89,0.5440199273526668
8a,9,0.6357118488834463
8a,90,0.728217468830766
8a,91,0.5649964943002387
8a,92,0.6275456229611155
8a,93,0.6092955930164229
8a,94,0.6116525485268179
8a,95,0.5668199572014911
8a,96,0.6248083777074334
8a,97,0.6328128112988222
8a,98,0.6042347401923681
8a,99,0.6979325900641316
8b,1,0.8666417775281196
8b,10,0.8851465172144861
8b,100,0.8493976648211177
8b,11,0.8240351882880129
8b,12,0.8571899884163422
8b,13,0.8787109208272629
8b,14,0.8512119939638925
8b,15,0.8566589070138722
8b,16,0.8902577009903401
8b,17,0.8818087126502836
8b,18,0.81425852412066
8b,19,0.8697347764817425
8b,2,0.8653663038715776
8b,20,0.8790723917603283
8b,21,0.8481343324975961
8b,22,0.8890512639072776
8b,23,0.856181124885711
8b,24,0.8537651521808256
8b,25,0.8396146611844841
8b,26,0.8322416898790981
8b,27,0.853488139146488
8b,28,0.860321104090561
8b,29,0.8858517225581735
8b,3,0.8533666585207722
8b,30,0.8182700680049815
8b,31,0.8747588830112298
8b,32,0.8497116472524737
8b,33,0.8264830690393596
8b,34,0.8806071762816301
8b,35,0.8367760977608317
8b,36,0.8562182628060739
8b,37,0.8636805589492023
8b,38,0.8502856880366289
8b,39,0.8954543366489659
8b,4,0.8483736828743618
8b,40,0.8540781011925708
8b,41,0.8990746396731173
8b,42,0.867334665129628
8b,43,0.867093118705759
8b,44,0.8283633343450312
8b,45,0.8989511371524234
8b,46,0.89703623845919
8b,47,0.8689643596907684
8b,48,0.868517231888787
8b,49,0.8542550877900094
8b,5,0.8889095812997286
8b,50,0.8358527240774382
8b,51,0.8612740166797378
8b,52,0.8681276684903064
8b,53,0.8815333468285996
8b,54,0.8911948128821465
8b,55,0.8713387275505352
8b,56,0.9254276772092369
8b,57,0.8775130708938836
8b,58,0.877665526251393
8b,59,0.8852147924987669
8b,6,0.8804229141973252
8b,60,0.8618806916584921
8b,61,0.8665415359242526
8b,62,0.8635204914824175
8b,63,0.8610494438191705
8b,64,0.8725960523224969
8b,65,0.8488506843231213
8b,66,0.9014164558173735
8b,67,0.8656705778489399
8b,68,0.8733653910157008
8b,69,0.8489079861773194
8b,7,0.9024804299681121
8b,70,0.8072063335832713
8b,71,0.8452590433223108
8b,72,0.8505270376225679
8b,73,0.8399418323256927
8b,74,0.846119348342451
8b,75,0.849728481596246
8b,76,0.892135513138314
8b,77,0.8621663344251408
8b,78,0.8777072160649301
8b,79,0.8299653791908271
8b,8,0.9022425817411448
8b,80,0.8156580863066235
8b,81,0.8144865112446125
8b,82,0.8567506902278925
8b,83,0.8667614225669058
8b,84,0.8316093735604492
8b,85,0.8921919917378051
8b,86,0.8651691660620997
8b,87,0.8796223231680681
8b,88,0.8702793379935573
8b,89,0.8734964570825899
8b,9,0.8568737271697374
8b,90,0.8729183343735258
8b,91,0.8492161696863163
8b,92,0.8863296370316586
8b,93,0.8764220993003841
8b,94,0.8581726779124322
8b,95,0.8398952775124157
8b,96,0.8702820348213441
8b,97,0.8446965282680512
8b,98,0.839698203585418
8b,99,0.8565255708092774
